133;-139;-159;;
133;-139;-159;;
133;-139;-159;;
133;-139;-159;;
134;-139;-160;;
134;-139;-160;;
134;-139;-160;;
135;-139;-160;;
135;-139;-160;;
136;-139;-160;;
136;-139;-160;;
136;-139;-160;;
137;-139;-160;;
137;-139;-160;;
138;-139;-160;;
138;-139;-160;;
138;-139;-161;;
139;-139;-161;;
139;-139;-161;;
140;-139;-161;;
140;-139;-161;;
140;-139;-161;;
140;-139;-161;;
140;-139;-161;;
140;-138;-161;;
141;-138;-161;;
141;-138;-161;;
141;-138;-161;;
141;-138;-161;;
141;-139;-161;;
141;-139;-161;;
141;-140;-161;;
140;-140;-161;;
140;-139;-160;;
140;-139;-160;;
141;-139;-160;;
141;-138;-161;;
141;-138;-161;;
141;-138;-161;;
141;-138;-160;;
142;-138;-160;;
142;-138;-160;;
142;-138;-160;;
142;-139;-160;;
143;-139;-160;;
143;-139;-161;;
143;-140;-161;;
143;-140;-161;;
143;-141;-161;;
143;-141;-161;;
143;-141;-161;;
143;-141;-161;;
144;-141;-161;;
144;-141;-161;;
144;-142;-161;;
144;-142;-161;;
145;-142;-161;;
145;-142;-161;;
146;-142;-162;;
146;-143;-161;;
147;-143;-161;;
147;-143;-162;;
147;-143;-162;;
148;-143;-162;;
148;-143;-162;;
149;-143;-162;;
149;-143;-162;;
149;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-143;-162;;
150;-142;-162;;
150;-143;-162;;
150;-143;-162;;
151;-142;-163;;
151;-142;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-143;-163;;
151;-142;-163;;
150;-142;-163;;
150;-143;-163;;
150;-142;-163;;
150;-142;-163;;
150;-141;-163;;
150;-141;-163;;
150;-141;-163;;
150;-140;-163;;
150;-140;-163;;
149;-139;-163;;
149;-138;-163;;
149;-137;-164;;
149;-136;-164;;
148;-135;-164;;
148;-134;-164;;
147;-133;-163;;
147;-132;-163;;
146;-131;-163;;
144;-131;-162;;
144;-130;-162;;
143;-129;-162;;
142;-128;-162;;
141;-128;-162;;
140;-127;-162;;
139;-127;-161;;
138;-126;-161;;
138;-125;-162;;
138;-125;-162;;
138;-124;-161;;
137;-123;-161;;
137;-122;-161;;
137;-121;-161;;
137;-120;-161;;
136;-119;-161;;
136;-118;-161;;
135;-117;-161;;
135;-116;-160;;
134;-115;-160;;
134;-114;-160;;
133;-113;-160;;
133;-112;-159;;
133;-111;-159;;
133;-110;-159;;
133;-108;-158;;
133;-108;-158;;
132;-107;-158;;
132;-107;-157;;
131;-107;-157;;
131;-106;-157;;
130;-105;-157;;
130;-104;-157;;
129;-104;-157;;
129;-103;-157;;
128;-103;-157;;
127;-102;-157;;
126;-102;-157;;
126;-101;-157;;
125;-100;-157;;
125;-100;-157;;
124;-99;-157;;
124;-99;-157;;
123;-98;-157;;
123;-97;-157;;
123;-96;-156;;
122;-96;-156;;
121;-95;-156;;
121;-94;-156;;
121;-93;-156;;
120;-93;-155;;
120;-93;-154;;
120;-93;-153;;
120;-92;-152;;
119;-91;-151;;
117;-91;-151;;
117;-91;-151;;
116;-91;-150;;
116;-90;-149;;
116;-90;-148;;
116;-89;-148;;
115;-89;-147;;
115;-88;-146;;
115;-87;-146;;
115;-86;-146;;
113;-86;-145;;
113;-85;-145;;
113;-84;-145;;
113;-83;-145;;
112;-82;-145;;
111;-82;-145;;
110;-80;-145;;
110;-79;-145;;
109;-78;-145;;
109;-77;-145;;
108;-76;-145;;
107;-75;-145;;
107;-75;-145;;
106;-74;-144;;
105;-73;-144;;
104;-73;-144;;
104;-72;-145;;
103;-71;-145;;
102;-71;-145;;
101;-70;-145;;
100;-69;-145;;
99;-68;-145;;
100;-67;-144;;
99;-65;-144;;
98;-65;-144;;
97;-64;-144;;
97;-64;-144;;
97;-63;-143;;
97;-62;-142;;
98;-61;-142;;
99;-60;-142;;
98;-59;-141;;
97;-57;-141;;
97;-56;-141;;
96;-55;-140;;
95;-55;-140;;
94;-54;-140;;
93;-53;-140;;
93;-52;-139;;
92;-52;-139;;
90;-51;-139;;
89;-50;-139;;
88;-50;-139;;
87;-49;-139;;
86;-49;-139;;
85;-49;-138;;
84;-48;-138;;
84;-47;-138;;
83;-46;-138;;
81;-46;-138;;
80;-45;-138;;
80;-44;-138;;
79;-43;-138;;
78;-43;-138;;
77;-42;-138;;
77;-41;-138;;
76;-40;-138;;
76;-39;-138;;
75;-39;-138;;
74;-38;-138;;
73;-38;-137;;
73;-37;-137;;
72;-37;-137;;
71;-37;-137;;
70;-36;-137;;
69;-36;-137;;
68;-36;-137;;
67;-36;-137;;
67;-35;-137;;
66;-34;-137;;
67;-33;-137;;
66;-33;-137;;
66;-32;-137;;
65;-31;-137;;
65;-30;-137;;
65;-30;-137;;
64;-30;-137;;
63;-29;-137;;
63;-29;-137;;
63;-28;-137;;
62;-28;-137;;
61;-27;-136;;
61;-27;-136;;
61;-26;-136;;
60;-26;-136;;
60;-26;-136;;
60;-25;-136;;
61;-24;-136;;
61;-24;-136;;
61;-23;-136;;
60;-23;-136;;
59;-23;-136;;
58;-24;-137;;
56;-23;-137;;
56;-23;-137;;
57;-22;-137;;
57;-22;-137;;
57;-22;-137;;
57;-22;-137;;
57;-21;-137;;
57;-21;-137;;
56;-21;-137;;
56;-21;-137;;
56;-21;-137;;
56;-21;-137;;
56;-21;-137;;
56;-22;-137;;
56;-23;-137;;
56;-23;-138;;
56;-23;-138;;
56;-23;-138;;
57;-23;-138;;
57;-23;-138;;
57;-24;-138;;
57;-25;-139;;
57;-25;-139;;
58;-26;-139;;
58;-26;-139;;
58;-26;-139;;
59;-26;-139;;
59;-26;-139;;
59;-26;-139;;
58;-26;-139;;
59;-26;-139;;
59;-26;-139;;
59;-26;-138;;
58;-26;-138;;
58;-26;-138;;
58;-26;-138;;
58;-26;-138;;
59;-26;-138;;
58;-27;-138;;
58;-27;-138;;
57;-27;-138;;
57;-27;-138;;
58;-27;-139;;
58;-27;-139;;
58;-27;-139;;
58;-27;-139;;
57;-28;-139;;
57;-28;-139;;
58;-27;-139;;
58;-27;-139;;
57;-28;-139;;
57;-27;-139;;
58;-27;-139;;
58;-27;-139;;
58;-28;-139;;
57;-28;-139;;
58;-28;-139;;
58;-28;-139;;
58;-28;-139;;
58;-28;-139;;
59;-28;-139;;
58;-28;-139;;
58;-28;-139;;
59;-28;-139;;
59;-28;-139;;
59;-29;-139;;
58;-29;-139;;
59;-29;-139;;
59;-30;-139;;
59;-30;-139;;
59;-30;-139;;
59;-29;-139;;
59;-30;-138;;
59;-30;-138;;
58;-30;-138;;
59;-30;-138;;
59;-31;-139;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
57;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
57;-30;-138;;
57;-30;-138;;
57;-31;-138;;
57;-31;-138;;
57;-31;-138;;
57;-31;-138;;
57;-31;-138;;
57;-31;-138;;
58;-30;-138;;
58;-31;-138;;
58;-31;-138;;
57;-31;-138;;
57;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
58;-31;-138;;
59;-30;-138;;
59;-30;-138;;
59;-31;-138;;
59;-31;-138;;
60;-30;-138;;
61;-30;-138;;
62;-31;-138;;
61;-32;-138;;
60;-33;-139;;
61;-33;-139;;
62;-33;-140;;
63;-33;-140;;
63;-33;-140;;
63;-33;-140;;
62;-33;-140;;
62;-33;-140;;
62;-33;-141;;
62;-33;-141;;
62;-33;-141;;
62;-33;-141;;
62;-33;-141;;
62;-32;-141;;
62;-32;-141;;
62;-32;-141;;
62;-32;-141;;
62;-32;-141;;
62;-32;-141;;
62;-33;-141;;
61;-33;-141;;
61;-33;-141;;
61;-33;-141;;
61;-32;-141;;
62;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-142;;
61;-32;-141;;
61;-32;-141;;
61;-33;-142;;
61;-33;-142;;
61;-34;-142;;
62;-34;-142;;
62;-34;-142;;
61;-34;-142;;
61;-34;-142;;
62;-35;-142;;
61;-35;-142;;
61;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
62;-35;-142;;
61;-35;-142;;
61;-35;-142;;
62;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-142;;
61;-35;-143;;
61;-35;-143;;
61;-35;-143;;
61;-35;-143;;
