0.095, 0.072, -0.540
0.093, 0.075, -0.540
0.092, 0.078, -0.540
0.090, 0.080, -0.539
0.088, 0.082, -0.539
0.086, 0.084, -0.539
0.084, 0.085, -0.538
0.081, 0.086, -0.538
0.079, 0.087, -0.537
0.077, 0.087, -0.536
0.076, 0.087, -0.536
0.074, 0.087, -0.535
-0.018, -0.045, -0.539
-0.019, -0.044, -0.539
-0.018, -0.043, -0.539
-0.018, -0.043, -0.539
-0.018, -0.043, -0.539
-0.018, -0.042, -0.540
-0.017, -0.042, -0.540
-0.016, -0.041, -0.540
-0.015, -0.039, -0.541
-0.013, -0.038, -0.542
-0.013, -0.037, -0.543
-0.012, -0.037, -0.544
-0.012, -0.037, -0.544
-0.012, -0.038, -0.545
-0.011, -0.038, -0.545
-0.011, -0.038, -0.546
-0.010, -0.038, -0.546
-0.009, -0.038, -0.547
-0.008, -0.038, -0.547
-0.006, -0.038, -0.548
-0.004, -0.038, -0.548
-0.004, -0.039, -0.549
-0.004, -0.040, -0.549
-0.003, -0.041, -0.549
-0.001, -0.042, -0.550
-0.000, -0.042, -0.550
0.000, -0.042, -0.550
0.001, -0.042, -0.550
0.002, -0.042, -0.550
0.003, -0.042, -0.550
0.004, -0.043, -0.549
0.005, -0.043, -0.549
0.006, -0.044, -0.549
0.008, -0.044, -0.549
0.009, -0.044, -0.549
0.008, -0.044, -0.549
0.008, -0.044, -0.548
0.008, -0.044, -0.549
0.008, -0.043, -0.549
0.009, -0.042, -0.550
0.010, -0.041, -0.551
0.011, -0.040, -0.552
0.011, -0.040, -0.552
0.011, -0.040, -0.553
0.011, -0.041, -0.553
0.012, -0.041, -0.553
0.013, -0.041, -0.554
0.013, -0.041, -0.554
0.013, -0.041, -0.554
0.013, -0.041, -0.554
0.013, -0.041, -0.555
0.013, -0.041, -0.555
0.013, -0.041, -0.555
0.014, -0.041, -0.555
0.014, -0.041, -0.555
0.014, -0.041, -0.555
0.014, -0.041, -0.555
0.014, -0.040, -0.555
0.015, -0.040, -0.555
0.015, -0.040, -0.555
0.015, -0.040, -0.555
0.015, -0.039, -0.555
0.015, -0.039, -0.555
0.016, -0.040, -0.555
0.016, -0.040, -0.555
0.016, -0.040, -0.555
0.016, -0.040, -0.555
0.016, -0.040, -0.556
0.017, -0.040, -0.556
0.017, -0.041, -0.556
0.018, -0.041, -0.556
0.019, -0.041, -0.556
0.019, -0.041, -0.557
0.020, -0.042, -0.556
0.020, -0.042, -0.556
