0.013, -0.016, 0.350
0.012, -0.016, 0.350
0.012, -0.016, 0.350
0.013, -0.016, 0.350
0.013, -0.016, 0.350
0.013, -0.017, 0.350
0.013, -0.017, 0.350
0.013, -0.017, 0.350
0.013, -0.018, 0.350
0.013, -0.018, 0.350
0.013, -0.018, 0.350
0.013, -0.018, 0.350
0.014, -0.018, 0.350
0.014, -0.018, 0.350
0.015, -0.018, 0.350
0.015, -0.018, 0.350
0.015, -0.018, 0.350
0.014, -0.018, 0.350
0.013, -0.018, 0.350
0.012, -0.018, 0.350
0.012, -0.019, 0.349
0.013, -0.020, 0.349
0.013, -0.020, 0.349
0.013, -0.020, 0.349
0.013, -0.020, 0.349
0.013, -0.020, 0.349
0.014, -0.019, 0.349
0.014, -0.018, 0.349
0.015, -0.018, 0.350
0.016, -0.018, 0.349
0.016, -0.017, 0.349
0.017, -0.016, 0.350
0.018, -0.016, 0.350
0.019, -0.015, 0.350
0.020, -0.015, 0.349
0.020, -0.014, 0.349
0.021, -0.013, 0.349
0.022, -0.013, 0.349
0.022, -0.013, 0.348
0.021, -0.012, 0.348
0.021, -0.012, 0.347
0.022, -0.013, 0.348
0.023, -0.012, 0.347
0.024, -0.011, 0.347
0.025, -0.011, 0.346
0.025, -0.011, 0.346
0.025, -0.011, 0.346
0.026, -0.011, 0.346
0.025, -0.011, 0.347
0.025, -0.011, 0.348
0.024, -0.011, 0.349
0.023, -0.011, 0.349
0.023, -0.011, 0.350
0.023, -0.012, 0.350
0.022, -0.012, 0.351
0.022, -0.012, 0.351
0.022, -0.012, 0.351
0.022, -0.013, 0.351
0.021, -0.013, 0.351
0.020, -0.013, 0.351
0.019, -0.013, 0.352
0.019, -0.013, 0.352
0.019, -0.013, 0.352
0.019, -0.013, 0.353
0.018, -0.013, 0.354
0.018, -0.014, 0.354
0.018, -0.014, 0.355
0.017, -0.014, 0.356
0.017, -0.015, 0.356
0.017, -0.016, 0.357
0.017, -0.018, 0.357
0.016, -0.019, 0.357
0.016, -0.020, 0.358
0.016, -0.021, 0.358
0.016, -0.021, 0.359
0.015, -0.022, 0.359
0.015, -0.022, 0.360
0.014, -0.022, 0.361
0.014, -0.022, 0.362
0.014, -0.022, 0.363
0.014, -0.023, 0.364
0.014, -0.023, 0.365
0.014, -0.024, 0.366
0.013, -0.025, 0.367
0.013, -0.026, 0.367
0.013, -0.027, 0.368
0.012, -0.028, 0.369
0.012, -0.028, 0.369
0.011, -0.029, 0.370
0.011, -0.030, 0.371
0.011, -0.031, 0.371
0.011, -0.031, 0.372
0.010, -0.032, 0.373
0.010, -0.033, 0.374
0.010, -0.034, 0.375
0.009, -0.035, 0.376
0.008, -0.035, 0.378
0.008, -0.036, 0.379
0.008, -0.037, 0.380
0.009, -0.038, 0.381
0.009, -0.039, 0.382
0.009, -0.040, 0.383
0.009, -0.042, 0.384
0.009, -0.043, 0.385
0.009, -0.043, 0.386
0.009, -0.044, 0.387
0.009, -0.044, 0.388
0.009, -0.045, 0.389
0.009, -0.045, 0.390
0.009, -0.046, 0.391
0.010, -0.046, 0.392
0.011, -0.047, 0.393
0.012, -0.048, 0.394
0.012, -0.050, 0.395
0.012, -0.051, 0.396
0.012, -0.052, 0.397
0.013, -0.054, 0.398
0.013, -0.055, 0.399
0.013, -0.056, 0.400
0.013, -0.057, 0.401
0.013, -0.059, 0.401
0.013, -0.060, 0.402
0.013, -0.061, 0.403
0.012, -0.062, 0.404
0.011, -0.063, 0.404
0.011, -0.065, 0.405
0.010, -0.066, 0.405
0.009, -0.067, 0.405
0.008, -0.068, 0.406
0.008, -0.069, 0.406
0.007, -0.070, 0.406
0.006, -0.070, 0.406
0.006, -0.070, 0.407
0.005, -0.070, 0.407
0.005, -0.070, 0.408
0.005, -0.070, 0.408
0.004, -0.071, 0.408
0.004, -0.071, 0.409
0.003, -0.071, 0.409
0.003, -0.071, 0.409
0.003, -0.071, 0.410
0.002, -0.071, 0.410
0.002, -0.072, 0.411
0.002, -0.072, 0.411
0.001, -0.072, 0.412
0.002, -0.073, 0.412
0.002, -0.074, 0.412
0.002, -0.075, 0.412
0.002, -0.076, 0.413
0.001, -0.077, 0.413
0.001, -0.077, 0.414
0.001, -0.078, 0.415
0.000, -0.079, 0.415
-0.000, -0.080, 0.416
-0.000, -0.081, 0.416
-0.001, -0.081, 0.417
-0.002, -0.081, 0.417
-0.003, -0.082, 0.418
-0.003, -0.083, 0.418
-0.004, -0.083, 0.418
-0.005, -0.084, 0.418
-0.006, -0.084, 0.418
-0.006, -0.084, 0.419
-0.006, -0.085, 0.418
-0.007, -0.085, 0.418
-0.007, -0.086, 0.418
-0.007, -0.086, 0.417
-0.007, -0.086, 0.417
-0.007, -0.087, 0.416
-0.007, -0.088, 0.415
-0.007, -0.089, 0.414
-0.007, -0.089, 0.413
-0.007, -0.089, 0.413
-0.006, -0.090, 0.412
-0.006, -0.091, 0.412
-0.006, -0.091, 0.412
-0.006, -0.091, 0.411
-0.006, -0.092, 0.411
-0.005, -0.092, 0.411
-0.005, -0.092, 0.412
-0.004, -0.091, 0.412
-0.004, -0.091, 0.412
-0.004, -0.091, 0.412
-0.004, -0.091, 0.412
-0.004, -0.092, 0.413
-0.004, -0.092, 0.413
-0.004, -0.093, 0.413
-0.005, -0.094, 0.414
-0.005, -0.094, 0.414
-0.005, -0.094, 0.415
-0.005, -0.094, 0.415
-0.005, -0.094, 0.416
-0.005, -0.094, 0.416
-0.005, -0.094, 0.417
-0.005, -0.095, 0.417
-0.005, -0.095, 0.418
-0.005, -0.095, 0.418
-0.006, -0.095, 0.419
-0.006, -0.096, 0.419
-0.006, -0.097, 0.420
-0.007, -0.097, 0.420
-0.007, -0.098, 0.421
-0.007, -0.098, 0.421
-0.007, -0.099, 0.422
-0.008, -0.100, 0.422
-0.008, -0.101, 0.423
-0.008, -0.102, 0.423
-0.009, -0.102, 0.424
-0.008, -0.103, 0.424
-0.009, -0.104, 0.425
-0.009, -0.105, 0.425
-0.008, -0.106, 0.426
-0.008, -0.107, 0.426
-0.007, -0.107, 0.427
-0.007, -0.108, 0.428
-0.006, -0.108, 0.429
-0.005, -0.109, 0.430
-0.005, -0.109, 0.431
-0.005, -0.110, 0.432
-0.005, -0.110, 0.433
-0.005, -0.111, 0.434
-0.005, -0.111, 0.434
-0.005, -0.112, 0.435
-0.005, -0.112, 0.435
-0.005, -0.112, 0.436
-0.005, -0.113, 0.437
-0.005, -0.114, 0.438
-0.005, -0.114, 0.438
-0.005, -0.115, 0.439
-0.005, -0.115, 0.440
-0.006, -0.116, 0.440
-0.005, -0.117, 0.441
-0.005, -0.118, 0.441
-0.005, -0.118, 0.442
-0.006, -0.118, 0.442
-0.005, -0.119, 0.442
-0.005, -0.119, 0.443
-0.005, -0.119, 0.443
-0.005, -0.120, 0.443
-0.005, -0.120, 0.444
-0.005, -0.121, 0.444
-0.005, -0.121, 0.444
-0.005, -0.121, 0.444
-0.005, -0.122, 0.444
-0.005, -0.122, 0.444
-0.004, -0.123, 0.445
-0.004, -0.124, 0.445
-0.004, -0.124, 0.445
-0.004, -0.124, 0.445
-0.004, -0.124, 0.446
-0.003, -0.124, 0.446
-0.003, -0.125, 0.446
-0.003, -0.125, 0.447
-0.003, -0.125, 0.447
-0.003, -0.126, 0.447
-0.002, -0.127, 0.447
-0.002, -0.128, 0.448
-0.002, -0.129, 0.448
-0.002, -0.129, 0.449
-0.002, -0.129, 0.449
-0.002, -0.129, 0.450
-0.002, -0.129, 0.450
-0.001, -0.129, 0.451
-0.001, -0.129, 0.452
