-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.066, 0.620
-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.003, -0.065, 0.620
-0.002, -0.065, 0.620
-0.002, -0.065, 0.620
-0.001, -0.065, 0.620
0.000, -0.065, 0.619
0.001, -0.065, 0.619
0.002, -0.065, 0.619
0.002, -0.064, 0.619
0.002, -0.064, 0.619
0.002, -0.064, 0.618
0.002, -0.063, 0.618
0.002, -0.063, 0.617
0.002, -0.062, 0.617
0.001, -0.062, 0.617
0.001, -0.062, 0.616
0.000, -0.062, 0.616
-0.001, -0.062, 0.616
-0.002, -0.062, 0.616
-0.002, -0.061, 0.616
-0.003, -0.061, 0.616
-0.004, -0.061, 0.616
-0.005, -0.061, 0.616
-0.005, -0.061, 0.615
-0.006, -0.061, 0.616
-0.006, -0.060, 0.615
-0.007, -0.060, 0.615
-0.008, -0.059, 0.615
-0.008, -0.059, 0.615
-0.008, -0.059, 0.614
-0.009, -0.059, 0.614
-0.009, -0.058, 0.614
-0.010, -0.058, 0.614
-0.010, -0.058, 0.614
-0.010, -0.058, 0.614
-0.010, -0.058, 0.614
-0.010, -0.058, 0.614
-0.011, -0.057, 0.615
-0.011, -0.058, 0.615
-0.011, -0.058, 0.616
-0.011, -0.058, 0.616
-0.011, -0.058, 0.616
-0.012, -0.058, 0.616
-0.012, -0.058, 0.617
-0.012, -0.058, 0.617
-0.013, -0.057, 0.618
-0.013, -0.057, 0.618
-0.013, -0.057, 0.619
-0.014, -0.056, 0.620
-0.014, -0.055, 0.620
-0.014, -0.054, 0.621
-0.014, -0.054, 0.622
-0.014, -0.053, 0.622
-0.014, -0.053, 0.623
-0.015, -0.053, 0.623
-0.015, -0.052, 0.624
-0.016, -0.052, 0.624
-0.016, -0.051, 0.624
-0.016, -0.051, 0.625
-0.017, -0.050, 0.625
-0.017, -0.050, 0.626
-0.017, -0.049, 0.626
-0.018, -0.049, 0.626
-0.017, -0.048, 0.627
-0.016, -0.049, 0.626
-0.014, -0.049, 0.626
-0.013, -0.049, 0.626
-0.014, -0.048, 0.626
-0.015, -0.048, 0.626
-0.015, -0.047, 0.627
-0.016, -0.047, 0.627
-0.017, -0.046, 0.627
-0.018, -0.045, 0.628
-0.018, -0.045, 0.628
-0.018, -0.044, 0.628
-0.018, -0.044, 0.629
-0.018, -0.043, 0.630
-0.018, -0.043, 0.630
-0.018, -0.043, 0.631
-0.018, -0.042, 0.631
-0.018, -0.042, 0.632
-0.019, -0.041, 0.632
-0.018, -0.041, 0.633
-0.018, -0.041, 0.633
-0.019, -0.041, 0.633
-0.019, -0.041, 0.634
-0.019, -0.041, 0.634
-0.019, -0.041, 0.635
-0.019, -0.041, 0.635
-0.019, -0.040, 0.635
-0.019, -0.040, 0.636
-0.019, -0.040, 0.636
-0.019, -0.040, 0.637
-0.020, -0.040, 0.637
-0.019, -0.040, 0.637
-0.019, -0.041, 0.637
-0.018, -0.041, 0.637
-0.019, -0.041, 0.637
-0.019, -0.041, 0.638
-0.019, -0.041, 0.638
-0.019, -0.041, 0.639
-0.019, -0.040, 0.640
-0.020, -0.039, 0.640
-0.020, -0.038, 0.641
-0.020, -0.038, 0.641
-0.020, -0.038, 0.642
